Customer_ID,Age,Gender,Persona,Job,Annual_Income,Credit_Score,Account_Balance,Spending_Score,Loan_Amount,Loan_Term_Months,Loan_Default,Customer_Feedback,Age_missing,Annual_Income_missing,Credit_Score_missing,Account_Balance_missing,Spending_Score_missing,Loan_Amount_missing,Loan_Term_Months_missing,Gender_missing,Persona_missing,Job_missing,Customer_Feedback_missing,Job_norm,Annual_Income_raw,Account_Balance_raw,Loan_Amount_raw,Spending_Score_raw,Credit_Score_raw,Age_raw,Annual_Income_log1p,Account_Balance_log1p,Loan_Amount_log1p,loan_to_income,loan_to_balance,balance_to_income,monthly_loan_payment_est,income_per_age,credit_bucket,age_group,feedback_char_count,feedback_word_count,feedback_avg_word_len,feedback_pos_count,feedback_neg_count,feedback_polarity,feedback_has_question,feedback_has_exclaim,feedback_capital_words,feedback_has_url,feedback_llm_label,feedback_llm_score,Gender_F,Gender_M,Persona_professional,Persona_retiree,Persona_young_adult,credit_bucket_excellent,credit_bucket_good,credit_bucket_low,credit_bucket_medium,age_group_adult,age_group_mid,age_group_senior,age_group_young,job_norm_freq,job_norm_top_1,job_norm_top_2,job_norm_top_3,job_norm_top_4,job_norm_top_5,job_norm_top_6,job_norm_top_7,job_norm_top_other
CUST-519487,41,F,professional,Freight forwarder,131646.89,634.0,54418.25,47.62,65809.8324,24,1,"My business account was mistakenly flagged for fraudulent activity, causing significant inconvenience.",0,0,0,0,0,0,0,0,0,0,0,other_freight_forwarder,131646.89,54418.25,69632.42,47.62,634,41,11.787886137450784,10.904473230544363,11.09453972990383,0.4998965976332559,1.2093338613424502,0.4133652530644635,2742.076349885747,3210.899756019247,medium,adult,102.0,12.0,7.583333333333333,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,positive,0.9,True,False,True,False,False,False,False,False,True,True,False,False,False,3,0,0,0,0,0,0,0,1
CUST-624513,54,M,professional,Homeopath,89927.12,701.0,5423.76,60.45,18931.97,36,0,The range of investment options is well-suited to my financial objectives.,0,0,0,0,0,0,0,0,0,0,0,other_homeopath,89927.12,5423.76,18931.97,60.45,701,54,11.406765963541597,8.598728937798722,9.848660125716155,0.2105257012567487,3.4905618980184427,0.06031283999754401,525.8880555409477,1665.3170370061978,good,mid,74.0,11.0,5.818181818181818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.8,False,True,True,False,False,False,True,False,False,False,True,False,False,1,0,0,0,0,0,0,0,1
CUST-598372,48,M,professional,Clinical psychologist,84592.54,831.0,28445.42,52.59,24001.7,12,0,"My business account was frozen without proper notification, causing significant operational disruptions.",0,0,0,0,0,0,0,0,0,0,0,health,84592.54,28445.42,24001.7,52.59,831,48,11.345613183340731,10.255777596838723,10.085921603002433,0.2837330573121426,0.8437808265794338,0.33626393060191434,2000.1416664999883,1762.3445832966179,excellent,mid,104.0,12.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,-0.7,False,True,True,False,False,True,False,False,False,False,True,False,False,62,0,0,1,0,0,0,0,0
CUST-879207,78,F,retiree,retired,66598.28,708.0,35374.84,21.84,31587.53,36,0,Your representatives are always polite and respectful when I call.,0,0,0,0,0,0,0,0,0,0,0,other_retired,66598.28,35374.84,31587.53,21.84,708,78,11.106449045659232,10.473784380246656,10.360549359000204,0.47429948641315545,0.892937748976366,0.5311674715923513,877.4313888645158,853.8241025531561,good,senior,66.0,10.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.8,True,False,False,True,False,False,True,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-419439,73,F,retiree,retired,37686.99,733.0,2694.56,38.01,2427.8231,12,0,The helpfulness and kindness shown at the bank branch meant so much.,0,0,0,0,0,0,0,0,0,0,0,other_retired,37686.99,2694.56,2297.42,38.01,733,73,10.537096755043395,7.899361253965079,7.795162098025648,0.06442072184591914,0.9010091072379531,0.07149841364353929,202.3185916498068,516.2601369792293,good,senior,68.0,12.0,4.75,1.0,0.0,1.0,0.0,0.0,0.0,0.0,negative,-0.8,True,False,False,True,False,False,True,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-561481,59,F,professional,Chief Marketing Officer,78725.89,676.0,34118.8,34.61,39839.11,36,0,The bank is committed to making the community a better place.,0,0,0,0,0,0,0,0,0,0,0,other_chief_marketing_officer,78725.89,34118.8,39839.11,34.61,676,59,11.273740053302514,10.437633139923722,10.5926294727389,0.5060483914503792,1.167658592916481,0.4333872884765046,1106.6419444137046,1334.337118621452,good,mid,61.0,11.0,4.636363636363637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.7,True,False,True,False,False,False,True,False,False,False,True,False,False,2,0,0,0,0,0,0,0,1
CUST-530732,24,F,young_adult,Intern,21255.92,655.0,139.93,75.67,9907.87,24,0,Bills are split easy now!,0,0,0,0,0,0,0,0,0,0,0,other_intern,21255.92,139.93,9907.87,75.67,655,24,9.964437768399891,4.9482633132034195,9.201185594586423,0.4661228495402474,70.80590295096974,0.006583107200252609,412.8279166494655,885.6633332964307,medium,young,25.0,5.0,4.2,1.0,0.0,1.0,0.0,1.0,0.0,0.0,negative,-0.7,True,False,False,False,True,False,False,False,True,False,False,False,True,24,0,0,0,0,0,0,0,1
CUST-438044,69,M,retiree,retired,66193.22,764.0,17274.01,33.71,21783.15,12,0,I'm extremely happy with how the pension plan is managed.,0,0,0,0,0,0,0,0,0,0,0,other_retired,66193.22,17274.01,21783.15,33.71,764,69,11.100348426935009,9.757016227506904,9.988937920117623,0.32908430803033406,1.2610360883198946,0.2609634340193714,1815.2624998487283,959.322028971604,excellent,senior,57.0,10.0,4.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,negative,-0.8,False,True,False,True,False,True,False,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-734229,28,F,professional,Physiotherapist,32206.88,660.0,32629.95,24.47,18477.82,36,0,The integration of mobile banking with other financial tools is seamless.,0,0,0,0,0,0,0,0,0,0,0,health,32206.88,32629.95,18477.82,24.47,660,28,10.379966422090218,10.393016503475536,9.824380490343145,0.5737227573735619,0.5662840427275995,1.0131360131747933,513.2727777635203,1150.2457142446342,medium,adult,73.0,11.0,5.7272727272727275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.8,True,False,True,False,False,False,False,False,True,True,False,False,False,62,0,0,1,0,0,0,0,0
CUST-135885,23,F,young_adult,Missing,13989.9,547.0,77.63,66.94,4431.91,24,1,My student loan interest rate is higher than the original quote!,0,0,0,0,0,0,0,0,0,1,0,missing,13989.9,77.63,4431.91,66.94,547,23,9.54616239725581,4.364753306003425,8.396811532260593,0.3167935439138009,57.09017132478307,0.005549003209457855,184.66291665897236,608.2565217126845,low,young,64.0,11.0,4.909090909090909,0.0,0.0,0.0,0.0,1.0,0.0,0.0,positive,0.7,True,False,False,False,True,False,False,True,False,False,False,False,True,24,0,0,0,0,0,0,1,0
CUST-975958,36,F,professional,Cytogeneticist,75363.75,782.0,18610.24,54.82,14293.12,60,0,I commend the bank's commitment to providing excellent customer support.,0,0,0,0,0,0,0,0,0,0,0,other_cytogeneticist,75363.75,18610.24,14293.12,54.82,782,36,11.23009493804945,9.831520978260192,9.56760354287551,0.18965510606889666,0.7680244854445312,0.2469388797664627,238.2186666626964,2093.437499941849,excellent,adult,72.0,10.0,6.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,0.8,True,False,True,False,False,True,False,False,False,True,False,False,False,3,0,0,0,0,0,0,0,1
CUST-765124,39,M,professional,Field seismologist,93067.3,815.0,24746.41,61.99,20334.78,12,0,The bank's proactive approach to fraud prevention is highly reassuring.,0,0,0,0,0,0,0,0,0,0,0,other_field_seismologist,93067.3,24746.41,20334.78,61.99,815,39,11.441088911191509,10.116476116056367,9.920137175117373,0.21849543287491718,0.8217264645659381,0.265898011439031,1694.5649998587862,2386.3410255798376,excellent,adult,71.0,10.0,6.2,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,positive,0.7,False,True,True,False,False,True,False,False,False,True,False,False,False,1,0,0,0,0,0,0,0,1
CUST-739668,30,F,professional,Water engineer,78832.49,588.0,8577.14,40.28,34633.23,24,1,I have been consistently impressed with the professionalism of the banking staff.,0,0,0,0,0,0,0,0,0,0,0,it,78832.49,8577.14,34633.23,40.28,588,30,11.27509318555905,9.056972385764347,10.452597778363176,0.43932685622386863,4.037852943987852,0.10880209416193615,1443.051249939873,2627.749666579075,medium,adult,81.0,12.0,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.7,True,False,True,False,False,False,False,False,True,True,False,False,False,80,0,1,0,0,0,0,0,0
CUST-464175,68,M,retiree,retired,58678.05,720.0,39806.04,31.27,11914.2,24,0,The ease of managing my pension online is a wonderful convenience.,0,0,0,0,0,0,0,0,0,0,0,other_retired,58678.05,39806.04,11914.2,31.27,720,68,10.97983804262348,10.591799060052434,9.385570174956381,0.20304355717342001,0.2993063364253189,0.6783804165271226,496.42499997931566,862.9124999873101,good,senior,66.0,11.0,5.090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.9,False,True,False,True,False,False,True,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-286550,22,F,young_adult,Barista,17369.48,552.0,67.06,58.35,8798.81,12,1,I don't understand any of the Crypto jargon.,0,0,0,0,0,0,0,0,0,0,0,service,17369.48,67.06,8798.81,58.35,552,22,9.76252749270481,4.22038966907276,9.08248540932412,0.5065672662624036,131.2080226643124,0.0038607949115342624,733.2341666055638,789.5218181459308,low,young,44.0,8.0,4.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,-0.6,True,False,False,False,True,False,False,True,False,False,False,False,True,58,0,0,0,1,0,0,0,0
CUST-852420,30,M,professional,Occupational therapist,62522.98,766.0,19645.12,58.28,29519.93,60,1,The bank's response to potential fraudulent activity on my account was slow and inadequate.,0,0,0,0,0,0,0,0,0,0,0,health,62522.98,19645.12,29519.93,58.28,766,30,11.043305442138143,9.885635142329772,10.292854782283207,0.47214528162284536,1.5026596936032204,0.31420639259356614,491.9988333251334,2084.0993332638636,excellent,adult,91.0,14.0,5.571428571428571,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,positive,0.7,False,True,True,False,False,True,False,False,False,True,False,False,False,62,0,0,1,0,0,0,0,0
CUST-373159,71,F,retiree,retired,47236.3,719.0,9571.21,34.6,18504.06,36,1,I'm unable to access my statements online; the website keeps crashing on my computer.,0,0,0,0,0,0,0,0,0,0,0,other_retired,47236.3,9571.21,18504.06,34.6,719,71,10.762939113724462,9.166619387776326,9.825799487181929,0.39173389956452154,1.933304148587072,0.20262404125640232,514.001666652389,665.2999999906295,good,senior,85.0,14.0,5.142857142857143,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,positive,0.8,True,False,False,True,False,False,True,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-454779,78,F,retiree,retired,36358.57,670.0,3755.75,26.78,15188.62,24,1,The bank's advertising is misleading; the reality is never as good as they claim.,0,0,0,0,0,0,0,0,0,0,0,other_retired,36358.57,3755.75,15188.62,26.78,670,78,10.501212722038867,8.231309500905835,9.628367578818706,0.4177452523572733,4.044097716833111,0.10329751692654296,632.8591666402975,466.1355128145367,good,senior,81.0,14.0,4.857142857142857,1.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,0.7,True,False,False,True,False,False,True,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-771530,50,F,professional,Fine artist,68473.94,741.0,19180.5,63.75,2922.0,12,0,Efficient resolution of my inquiries is always a plus.,0,0,0,0,0,0,0,0,0,0,0,other_fine_artist,68473.94,19180.5,2922.0,63.75,741,50,11.134223117898694,9.861701551844531,7.980365765111246,0.04267316879969164,0.1523422225697895,0.2801138652164563,243.49999997970832,1369.4787999726107,excellent,mid,54.0,9.0,5.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.8,True,False,True,False,False,True,False,False,False,False,True,False,False,1,0,0,0,0,0,0,0,1
CUST-973563,19,F,young_adult,Barista,10216.26,651.0,113.87,62.47,3918.54,24,0,I'm being charged unexpected fees that weren't disclosed upfront.,0,0,0,0,0,0,0,0,0,0,0,service,10216.26,113.87,3918.54,62.47,651,19,9.231833726050741,4.743801054157313,8.273729578960042,0.3835591498258282,34.41240010508112,0.011145957522614817,163.272499993197,537.6978947085422,medium,young,65.0,9.0,6.333333333333333,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,positive,0.8,True,False,False,False,True,False,False,False,True,False,False,False,True,58,0,0,0,1,0,0,0,0
CUST-140296,72,F,retiree,retired,43443.47,592.0,1816.93,41.59,18801.85,36,1,The staff act like they are doing a favor to their clients to answer their queries,0,0,0,0,0,0,0,0,0,0,0,other_retired,43443.47,1816.93,18801.85,41.59,592,72,10.679238849866405,7.505453770145746,9.841763733073247,0.4327888633205305,10.348142195896182,0.04182285623132679,522.2736110966035,603.3815277693975,medium,senior,82.0,16.0,4.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.7,True,False,False,True,False,False,False,False,True,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-213927,62,M,retiree,retired,51109.4,578.0,18857.95,19.3,15485.14,36,1,"This new bank card is confusing, and the instructions are not clear; what am I supposed to do?",0,0,0,0,0,0,0,0,0,0,0,other_retired,51109.4,18857.95,15485.14,19.3,578,62,10.841743277988792,9.844742881254808,9.647700709329413,0.30298027368741753,0.8211465191072824,0.36897224385337396,430.1427777658294,824.3451612770267,low,mid,94.0,18.0,4.277777777777778,0.0,0.0,0.0,1.0,0.0,0.0,0.0,positive,0.7,False,True,False,True,False,False,False,True,False,False,True,False,False,327,1,0,0,0,0,0,0,0
CUST-892381,41,M,professional,Special effects artist,68918.65,758.0,43284.27,48.74,32316.41,12,0,Clear changes were beneficial to the account.,0,0,0,0,0,0,0,0,0,0,0,other_special_effects_artist,68918.65,43284.27,32316.41,48.74,758,41,11.140696612277258,10.675567671357115,10.383361373285346,0.4689066022041861,0.7466086409681683,0.6280487212097069,2693.034166442247,1680.9426828858307,excellent,adult,45.0,7.0,5.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,-0.8,False,True,True,False,False,True,False,False,False,True,False,False,False,4,0,0,0,0,0,0,0,1
CUST-458747,72,M,retiree,retired,59528.1,736.0,14557.5,33.16,30003.59,24,1,This bank does not understand the needs of senior citizens anymore and caters to the young.,0,0,0,0,0,0,0,0,0,0,0,other_retired,59528.1,14557.5,30003.59,33.16,736,72,10.994220547605467,9.585930294465527,10.309105648940987,0.5040239819513725,2.0610400137384812,0.24454837295327345,1250.1495832812438,826.7791666551835,good,senior,91.0,16.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,-0.8,False,True,False,True,False,False,True,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-307324,31,F,professional,Consulting civil engineer,107533.12,751.0,25904.0,70.43,44902.39,12,0,I've been consistently impressed with the professionalism of the banking staff.,0,0,0,0,0,0,0,0,0,0,0,it,107533.12,25904.0,44902.39,70.43,751,31,11.585563471539444,10.162191279248889,10.712268571993866,0.41756800137482836,1.7334153026558936,0.24089322433869453,3741.865833021511,3468.810322468748,excellent,adult,79.0,11.0,6.2727272727272725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,-0.8,True,False,True,False,False,True,False,False,False,True,False,False,False,80,0,1,0,0,0,0,0,0
CUST-926556,54,F,professional,General practice doctor,41094.42,815.0,20538.42,46.45,12810.22,36,0,"My business account was frozen without proper notification, causing significant operational disruptions.",0,0,0,0,0,0,0,0,0,0,0,health,41094.42,20538.42,12810.22,46.45,815,54,10.623651958751813,9.930101245498662,9.458076628451158,0.31172650690774295,0.6237198382348484,0.4997861023467298,355.83944443456005,761.0077777636851,excellent,mid,104.0,12.0,7.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,-0.8,True,False,True,False,False,True,False,False,False,False,True,False,False,62,0,0,1,0,0,0,0,0
CUST-358064,71,M,retiree,retired,21992.1,731.0,3836.85,26.8,4652.03,60,0,The staff at the local branch are always so kind and accommodating.,0,0,0,0,0,0,0,0,0,0,0,other_retired,21992.1,3836.85,4652.03,26.8,731,71,9.998484046782647,8.252667592948237,8.445273899277119,0.21153186826177528,1.212460742535879,0.17446492149452875,77.5338333320411,309.74788731958097,good,senior,67.0,12.0,4.666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.7,False,True,False,True,False,False,True,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-899406,65,M,retiree,retired,28895.06,629.0,12189.79,17.43,9714.27,36,0,The password reset process was surprisingly easy; thank you for that.,0,0,0,0,0,0,0,0,0,0,0,other_retired,28895.06,12189.79,9714.27,17.43,629,65,10.271460532626516,9.408436027594453,9.18145415349946,0.33619137665745163,0.7969185687365576,0.4218641525575506,269.8408333258378,444.53938460854556,medium,senior,69.0,11.0,5.363636363636363,2.0,0.0,2.0,0.0,0.0,0.0,0.0,negative,-0.7,False,True,False,True,False,False,False,False,True,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-317322,22,F,young_adult,Part-time Server,16748.87,526.0,631.39,75.91,6617.09,24,0,The mobile app design is slick and easy to navigate!,0,0,0,0,0,0,0,0,0,0,0,service,16748.87,631.39,6617.09,75.91,526,22,9.726145776029064,6.44950629243357,8.797562087663794,0.3950768021961843,10.480194491502115,0.03769746854563695,275.71208332184534,761.3122726926675,low,young,52.0,10.0,4.3,1.0,0.0,1.0,0.0,1.0,0.0,0.0,positive,0.8,True,False,False,False,True,False,False,True,False,False,False,False,True,58,0,0,0,1,0,0,0,0
CUST-782059,35,F,professional,"Production assistant, radio",105054.82,706.0,25911.83,52.09,56965.94,36,0,I have been consistently impressed with the professionalism of the banking staff.,0,0,0,0,0,0,0,0,0,0,0,other_production_assistant_radio,105054.82,25911.83,56965.94,52.09,706,35,11.562247106927936,10.16249349182937,10.950226378551621,0.5422496559415309,2.198452984601929,0.2466505582513944,1582.3872221782672,3001.566285628527,good,adult,81.0,12.0,5.833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.7,True,False,True,False,False,False,True,False,False,True,False,False,False,2,0,0,0,0,0,0,0,1
CUST-998803,27,F,professional,Higher education lecturer,73558.07,706.0,54682.49,10.88,26863.37,24,0,"The bank's website is difficult to navigate, making it hard to find relevant information quickly.",0,0,0,0,0,0,0,0,0,0,0,research,73558.07,54682.49,26863.37,10.88,706,27,11.205844035897718,10.909317114697222,10.198556152301688,0.3651994947665107,0.49126091368552366,0.7433921254323183,1119.3070832866954,2724.3729628620604,good,adult,97.0,15.0,5.533333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.8,True,False,True,False,False,False,True,False,False,True,False,False,False,39,0,0,0,0,1,0,0,0
CUST-828674,65,F,retiree,retired,48476.59,716.0,1455.4,52.65,24648.44,24,0,I feel reassured knowing that my money is in safe hands with you.,0,0,0,0,0,0,0,0,0,0,0,other_retired,48476.59,1455.4,24648.44,52.65,716,65,10.78885690828643,7.283722916301278,10.11250946116004,0.5084606817434868,16.935852686535014,0.030022738810629425,1027.0183332905408,745.7936922962184,good,senior,65.0,13.0,4.076923076923077,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,positive,0.7,True,False,False,True,False,False,True,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-668609,38,M,professional,"Surveyor, hydrographic",59007.91,635.0,16581.6,48.56,25610.18,36,1,The bank's mobile banking app is clunky and lacks essential functionality for businesses.,0,0,0,0,0,0,0,0,0,0,0,other_surveyor_hydrographic,59007.91,16581.6,25610.18,48.56,635,38,10.985443728435097,9.71610923183532,10.150784253883776,0.4340126603365475,1.5444938968494268,0.28100639388854337,711.393888869128,1552.8397368012413,medium,adult,89.0,13.0,5.923076923076923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.7,False,True,True,False,False,False,False,False,True,True,False,False,False,1,0,0,0,0,0,0,0,1
CUST-775180,29,F,professional,Orthoptist,136102.39709999997,752.0,33218.82,38.51,19486.66,36,0,Efficient resolution of my inquiries is always a plus.,0,0,0,0,0,0,0,0,0,0,0,other_orthoptist,137515.79,33218.82,19486.66,38.51,752,29,11.821170148651346,10.41090196472997,9.877536723723603,0.14317646430343337,0.5866150573680647,0.2440722625597295,541.2961110960752,4693.186106734717,excellent,adult,54.0,9.0,5.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.8,True,False,True,False,False,True,False,False,False,True,False,False,False,1,0,0,0,0,0,0,0,1
CUST-838239,20,M,young_adult,Part-time Server,16435.48,472.99,39.3593,79.76,6198.21,12,1,The bank's crypto platform is confusing and difficult to understand.,0,0,0,0,0,0,0,0,0,0,0,service,16435.48,26.77,6198.21,79.76,457,20,9.7072585337628,3.6978218514301444,8.73217714355981,0.37712375908702533,157.47764822653156,0.002394776422714615,516.5174999569568,821.7739999589113,low,young,68.0,10.0,5.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,-0.8,False,True,False,False,True,False,False,True,False,False,False,False,True,58,0,0,0,1,0,0,0,0
CUST-475015,80,M,retiree,retired,49595.92,661.0,11478.58,25.94,4718.0,60,1,This bank always makes things difficult. Why can't things be simpler?,0,0,0,0,0,0,0,0,0,0,0,other_retired,49595.92,11478.58,4718.0,25.94,661,80,10.81168401401074,9.348325083838443,8.459352191726387,0.09512879285231336,0.4110264510069703,0.23144202184372767,78.63333333202279,619.9489999922506,medium,senior,69.0,11.0,5.363636363636363,0.0,0.0,0.0,1.0,0.0,0.0,0.0,positive,0.7,False,True,False,True,False,False,False,False,True,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-756013,65,F,retiree,retired,39875.54,683.0,3642.43,24.85,15211.27,12,0,The security measures you have in place give me great peace of mind.,0,0,0,0,0,0,0,0,0,0,0,other_retired,39875.54,3642.43,15211.27,24.85,683,65,10.593543460031041,8.20068082462991,9.629857618036048,0.38146868982839155,4.176132417094035,0.09134496987375992,1267.6058332276996,613.4698461444082,good,senior,68.0,13.0,4.3076923076923075,2.0,0.0,2.0,0.0,0.0,0.0,0.0,positive,0.8,True,False,False,True,False,False,True,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-300557,73,F,retiree,retired,42295.74,762.0,3332.75,10.7,24053.74,12,0,I appreciate the security measures in place to protect my account.,0,0,0,0,0,0,0,0,0,0,0,other_retired,42295.74,3332.75,24053.74,10.7,762,73,10.652465293506516,8.111853075496224,10.088087345511433,0.5687036093942188,7.2173850423802515,0.07879635159474505,2004.4783331662936,579.3936986222001,excellent,senior,66.0,11.0,5.090909090909091,1.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,0.7,True,False,False,True,False,True,False,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-988327,38,F,professional,Magazine features editor,63241.89,778.0,11662.78,59.06,21931.9,36,0,I am grateful for the personalized attention I received during my home loan application.,0,0,0,0,0,0,0,0,0,0,0,other_magazine_features_editor,63241.89,11662.78,21931.9,59.06,778,38,11.054737989203975,9.364243592616514,9.995743071611225,0.3467938734911252,1.8805036192055513,0.18441542464970317,609.2194444275218,1664.2602631140985,excellent,adult,88.0,14.0,5.357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.7,True,False,True,False,False,True,False,False,False,True,False,False,False,2,0,0,0,0,0,0,0,1
CUST-806017,43,F,professional,Building control surveyor,100452.55,726.0,5456.51,25.63,11938.96,36,0,Security makes me feel like I can be worry-free from theft.,0,0,0,0,0,0,0,0,0,0,0,other_building_control_surveyor,100452.55,5456.51,11938.96,25.63,726,43,11.517450710584258,8.604747920763236,9.387646036857229,0.1188517364666191,2.1880212810015576,0.054319278106926557,331.6377777685656,2336.1058138991607,good,adult,59.0,11.0,4.454545454545454,0.0,1.0,-1.0,0.0,0.0,0.0,0.0,negative,-0.7,True,False,True,False,False,False,True,False,False,True,False,False,False,3,0,0,0,0,0,0,0,1
CUST-154679,54,F,professional,Regulatory affairs officer,51299.0,775.0,37743.73,30.4,13277.67,36,0,User-friendly online platform simplifies managing my finances.,0,0,0,0,0,0,0,0,0,0,0,other_regulatory_affairs_officer,51299.0,37743.73,13277.67,30.4,775,54,10.845446031158861,10.538601142282808,9.49391426741261,0.2588290220082213,0.3517847865062528,0.7357595664632697,368.8241666564216,949.9814814638893,excellent,mid,62.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,negative,-0.6,True,False,True,False,False,True,False,False,False,False,True,False,False,2,0,0,0,0,0,0,0,1
CUST-627593,22,M,young_adult,Intern,19532.46,557.0,250.02,84.8438,2428.56,60,0,I am excited to have chosen this banking app!,0,0,0,0,0,0,0,0,0,0,0,other_intern,19532.46,250.02,2428.56,89.08,557,22,9.879884171517608,5.5255326172323,7.795465449980602,0.12433456922476102,9.713462922927311,0.012800231000088428,40.4759999993254,887.8390908687345,low,young,45.0,9.0,4.111111111111111,0.0,0.0,0.0,0.0,1.0,0.0,0.0,positive,0.7,False,True,False,False,True,False,False,True,False,False,False,False,True,24,0,0,0,0,0,0,0,1
CUST-253028,40,M,professional,Restaurant manager,66604.64,746.0,13241.68,43.65,6110.75,12,0,I am concerned about the bank's role in perpetuating social inequality.,0,0,0,0,0,0,0,0,0,0,0,other_restaurant_manager,66604.64,13241.68,6110.75,43.65,746,40,11.10654453762762,9.491200225925889,8.717968426868438,0.09174661104691667,0.46147845288509753,0.1988101729849422,509.2291666242309,1665.1159999583722,excellent,adult,71.0,11.0,5.545454545454546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.7,False,True,True,False,False,True,False,False,False,True,False,False,False,1,0,0,0,0,0,0,0,1
CUST-815084,46,F,professional,"Surveyor, planning and development",64907.4,697.0,19911.52,35.99,33753.69,60,0,Competitive interest rates on business savings are a great benefit.,0,0,0,0,0,0,0,0,0,0,0,other_surveyor_planning_and,64907.4,19911.52,33753.69,35.99,697,46,11.080732324208997,9.899103958612024,10.42687464960918,0.5200283788905345,1.695183993989324,0.3067681034828031,562.561499990624,1411.0304347519343,good,mid,67.0,10.0,5.8,1.0,0.0,1.0,0.0,0.0,0.0,0.0,positive,0.8,True,False,True,False,False,False,True,False,False,False,True,False,False,1,0,0,0,0,0,0,0,1
CUST-259265,69,M,retiree,retired,41864.56,690.0,32911.11,41.25,13336.15,24,1,I’m thankful for the dedicated customer service and support.,0,0,0,0,0,0,0,0,0,0,0,other_retired,41864.56,32911.11,13336.15,41.25,690,69,10.642218810877745,10.401595954133143,9.49830865346625,0.3185546438323891,0.4052172655373701,0.7861329487279747,555.6729166435136,606.7327536143952,good,senior,60.0,9.0,5.777777777777778,1.0,0.0,1.0,0.0,0.0,0.0,0.0,negative,-0.8,False,True,False,True,False,False,True,False,False,False,False,True,False,327,1,0,0,0,0,0,0,0
CUST-350876,30,M,professional,Arts development officer,85307.06,709.0,29828.98,54.85,50518.69,60,0,Security helped make sure my employees were not scammed.,0,0,0,0,0,0,0,0,0,0,0,other_arts_development_officer,85307.06,29828.98,50518.69,54.85,709,30,11.354024219051038,10.303269207042595,10.830118440261911,0.5921982307208736,1.6936110453658928,0.3496660182639004,841.9781666526338,2843.568666571881,good,adult,56.0,9.0,5.333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,positive,0.7,False,True,True,False,False,False,True,False,False,True,False,False,False,1,0,0,0,0,0,0,0,1
