Customer_ID,Age,Gender,Persona,Job,Annual_Income,Credit_Score,Account_Balance,Spending_Score,Loan_Amount,Loan_Term_Months,Loan_Default,Customer_Feedback
CUST-892381,41,M,professional,Special effects artist,68918.65,758,43284.27,48.74,32316.41,12,0,Clear changes were beneficial to the account.
CUST-458747,72,M,retiree,retired,59528.1,736,14557.5,33.16,30003.59,24,1,This bank does not understand the needs of senior citizens anymore and caters to the young.
CUST-307324,31,F,professional,Consulting civil engineer,107533.12,751,25904.0,70.43,44902.39,12,0,I've been consistently impressed with the professionalism of the banking staff.
CUST-926556,54,F,professional,General practice doctor,41094.42,815,20538.42,46.45,12810.22,36,0,"My business account was frozen without proper notification, causing significant operational disruptions."
CUST-358064,71,M,retiree,retired,21992.1,731,3836.85,26.8,4652.03,60,0,The staff at the local branch are always so kind and accommodating.
CUST-899406,65,M,retiree,retired,28895.06,629,12189.79,17.43,9714.27,36,0,The password reset process was surprisingly easy; thank you for that.
CUST-317322,22,F,young_adult,Part-time Server,16748.87,526,631.39,75.91,6617.09,24,0,The mobile app design is slick and easy to navigate!
CUST-782059,35,F,professional,"Production assistant, radio",105054.82,706,25911.83,52.09,56965.94,36,0,I have been consistently impressed with the professionalism of the banking staff.
CUST-998803,27,F,professional,Higher education lecturer,73558.07,706,54682.49,10.88,26863.37,24,0,"The bank's website is difficult to navigate, making it hard to find relevant information quickly."
CUST-828674,65,F,retiree,retired,48476.59,716,1455.4,52.65,24648.44,24,0,I feel reassured knowing that my money is in safe hands with you.
CUST-668609,38,M,professional,"Surveyor, hydrographic",59007.91,635,16581.6,48.56,25610.18,36,1,The bank's mobile banking app is clunky and lacks essential functionality for businesses.
CUST-775180,29,F,professional,Orthoptist,137515.79,752,33218.82,38.51,19486.66,36,0,Efficient resolution of my inquiries is always a plus.
CUST-838239,20,M,young_adult,Part-time Server,16435.48,457,26.77,79.76,6198.21,12,1,The bank's crypto platform is confusing and difficult to understand.
CUST-475015,80,M,retiree,retired,49595.92,661,11478.58,25.94,4718.0,60,1,This bank always makes things difficult. Why can't things be simpler?
CUST-756013,65,F,retiree,retired,39875.54,683,3642.43,24.85,15211.27,12,0,The security measures you have in place give me great peace of mind.
CUST-300557,73,F,retiree,retired,42295.74,762,3332.75,10.7,24053.74,12,0,I appreciate the security measures in place to protect my account.
CUST-988327,38,F,professional,Magazine features editor,63241.89,778,11662.78,59.06,21931.9,36,0,I am grateful for the personalized attention I received during my home loan application.
CUST-806017,43,F,professional,Building control surveyor,100452.55,726,5456.51,25.63,11938.96,36,0,Security makes me feel like I can be worry-free from theft.
CUST-154679,54,F,professional,Regulatory affairs officer,51299.0,775,37743.73,30.4,13277.67,36,0,User-friendly online platform simplifies managing my finances.
CUST-627593,22,M,young_adult,Intern,19532.46,557,250.02,89.08,2428.56,60,0,I am excited to have chosen this banking app!
CUST-253028,40,M,professional,Restaurant manager,66604.64,746,13241.68,43.65,6110.75,12,0,I am concerned about the bank's role in perpetuating social inequality.
CUST-815084,46,F,professional,"Surveyor, planning and development",64907.4,697,19911.52,35.99,33753.69,60,0,Competitive interest rates on business savings are a great benefit.
CUST-259265,69,M,retiree,retired,41864.56,690,32911.11,41.25,13336.15,24,1,I’m thankful for the dedicated customer service and support.
CUST-350876,30,M,professional,Arts development officer,85307.06,709,29828.98,54.85,50518.69,60,0,Security helped make sure my employees were not scammed.
CUST-854038,74,F,retiree,retired,61001.84,688,20897.59,32.1,28553.25,60,0,I'm relieved my retirement savings are well-managed and protected.
CUST-271869,36,F,professional,"Therapist, art",109903.05,721,34301.65,47.72,2189.21,12,0,The great advice from the financial staff made me want to stay.
CUST-880823,46,M,professional,Medical illustrator,66570.55,775,34851.2,57.83,18842.46,60,0,I value the bank's commitment to ethical and transparent practices.
CUST-846376,70,F,retiree,retired,51739.54,703,3134.86,29.33,27917.98,60,0,Your representatives are always polite and respectful when I call.
CUST-704704,66,M,retiree,retired,49539.51,650,17156.12,25.95,20337.65,36,1,"I can't see my historical statements, the new site is very clunky and inaccessible"
CUST-354561,34,F,professional,Emergency planning/management officer,31655.72,783,18954.77,25.81,14214.11,60,1,"I experienced frequent outages of the online banking platform, disrupting my workflow."
CUST-702316,60,M,retiree,retired,34745.51,634,856.08,51.36,18985.68,36,1,I find the online banking portal incredibly difficult to navigate; it's not user-friendly.
CUST-138394,55,M,professional,Senior tax professional/tax inspector,102757.69,701,49010.24,28.85,32929.26,24,1,"Customer service is unresponsive, making it difficult to resolve pressing business account issues quickly."
CUST-188947,75,F,retiree,retired,48927.91,747,29236.62,29.1,7792.41,24,0,Thank you for taking the time to help explain the interest rates.
CUST-991546,67,F,retiree,retired,30092.49,738,1431.8,25.13,6018.49,24,0,The bank keeps sending me confusing emails; I can't understand what they want from me.
CUST-590012,77,M,retiree,retired,60357.06,585,9721.9,43.04,10781.7,24,0,I was very impressed with the efficient service I received at the branch.
CUST-496453,39,M,professional,Agricultural engineer,60317.63,707,8282.99,40.64,20644.11,36,0,The clear and concise communication regarding account updates is very helpful.
CUST-625304,65,F,retiree,retired,54279.18,675,2193.22,22.22,6514.76,60,0,The ease of managing my pension online is a wonderful convenience.
CUST-356257,60,F,retiree,retired,44753.63,645,527.59,51.34,21731.11,24,1,I appreciate the personal touch I receive in the local branch.
CUST-879885,22,M,young_adult,Student,22042.08,774,202.64,70.75,3045.02,36,0,Their financial tools helped me get loans under control!
CUST-303496,36,F,professional,Armed forces training and education officer,40935.8,781,17030.63,39.94,6049.86,60,0,Seemless mobile banking made it a breeze to control my finances.
CUST-282362,21,F,young_adult,Part-time Server,9755.02,464,118.66,63.51,5836.34,60,1,"I needed fast cash urgently, but the bank offered me a ridiculously low amount."
CUST-963565,53,M,professional,"Engineer, technical sales",74932.7,723,24583.61,42.89,31385.34,12,0,The mortgage options available were tailored to my specific financial situation.
CUST-807403,55,M,professional,Agricultural engineer,80369.42,725,4590.52,33.71,46968.67,24,0,The expertise of the banking staff was invaluable in securing my business loan.
CUST-660130,53,M,professional,"Social research officer, government",86664.59,745,38425.65,65.48,14698.01,60,0,I commend the bank's dedication to providing excellent customer service.
CUST-697092,23,F,young_adult,Barista,17578.2,570,789.48,72.58,3999.96,36,0,Customer support agents were quick to solve a minor issue!
CUST-928928,66,M,retiree,retired,33140.37,784,9741.64,26.4,15255.84,60,1,I'm concerned that my personal information might be at risk of a data breach.
CUST-116391,62,F,retiree,retired,39784.98,607,15868.54,35.15,17305.18,12,1,I'm disappointed that the bank is not more innovative; they're falling behind the competition.
CUST-578814,38,F,professional,Travel agency manager,67737.58,707,12932.82,46.05,16569.71,24,0,The mortgage options were tailored to my individual financial needs.
CUST-764186,44,F,professional,Music therapist,85878.44,685,13824.4,45.35,20876.04,60,0,The clarity of the loan terms and conditions was appreciated.
CUST-441242,63,F,retiree,retired,34714.33,685,3248.35,17.75,9247.51,60,0,I was so thankful for the help with the online portal.
CUST-102818,18,M,young_adult,None,21759.81,580,1007.53,72.11,10558.48,60,1,The crypto platform is down more often than it's up. I can't rely on it.
CUST-916782,40,M,professional,"Embryologist, clinical",73759.82,798,49481.49,82.61,11249.21,12,0,The online loan application process was efficient and easy to complete.
CUST-753235,57,F,professional,Database administrator,119826.66,665,65699.55,54.73,57933.46,36,0,The variety of financial products offered meets my diverse investment requirements.
CUST-156429,43,M,professional,"Engineer, site",132809.66,720,76659.25,67.29,32041.87,12,0,Competitive interest rates on savings accounts are a major benefit.
CUST-532613,65,M,retiree,retired,42782.91,697,1181.23,27.86,10299.32,24,0,The phone support agent was incredibly patient with me and my queries.
CUST-522135,56,M,professional,"Surveyor, building",79960.36,850,14857.82,63.73,29911.67,12,0,The bank's community involvement is something I truly admire.
CUST-585750,42,M,professional,"Designer, graphic",55609.08,779,17750.11,55.01,27901.29,60,0,The ease of managing my finances online has saved me valuable time and effort.
CUST-403842,42,F,professional,Therapeutic radiographer,51989.55,762,14873.01,56.69,6664.55,24,0,The implemented security provides peace of mind during transactions.
CUST-585867,21,F,young_adult,Student,22793.97,668,105.59,64.27,12788.22,36,1,There aren't enough features to do what I need.
CUST-626943,45,M,professional,"Nurse, children's",55376.48,787,17740.72,52.15,29872.1,12,1,The interest rates on my business account are excessively high and detrimental to my profitability.
CUST-166248,65,F,retiree,retired,41754.13,676,5550.74,27.24,3159.44,24,1,"I feel like the bank is treating me like a number, not a person."
CUST-338099,67,M,retiree,retired,69976.86,721,22556.25,27.82,37309.29,24,1,"I keep getting locked out of my account; the security is so restrictive, it's inconvenient."
CUST-539074,36,M,professional,"Therapist, occupational",102795.75,690,27087.92,55.99,30117.8,36,1,The lack of transparency in the account statements makes it difficult to track my expenses effectively.
CUST-156068,53,M,professional,Legal secretary,78098.35,726,59206.23,79.46,18176.62,36,0,Clarity of loan terms and conditions made me trust the process.
CUST-848910,63,M,retiree,retired,51271.4,784,4491.74,34.64,13415.64,36,0,Your customer service team helped me solve my issue promptly.
CUST-980537,63,F,retiree,retired,33666.36,726,7743.59,19.48,7462.78,24,0,The branch on Main Street is always clean and the staff is friendly.
CUST-187672,43,F,professional,"Production assistant, television",117037.49,684,14716.73,66.71,4203.47,24,0,The bank's community involvement is something I truly admire.
CUST-947000,60,M,retiree,retired,63611.51,663,3308.34,37.56,10493.68,24,0,I appreciate your care and attention in managing my finances.
CUST-803556,47,F,professional,Product manager,36251.27,734,25562.4,57.68,9058.28,24,0,The reliable international funds help me focus on business.
CUST-194465,69,F,retiree,retired,40760.01,717,31306.5,36.85,18388.82,24,1,This bank does not understand the needs of senior citizens anymore and caters to the young.
CUST-369579,74,M,retiree,retired,51348.45,631,16678.56,16.32,2705.14,60,0,The interest rates are just awful. Why are they so low when I'm on a fixed income?
CUST-451863,43,M,professional,Health promotion specialist,115580.35,698,56168.53,47.02,49654.68,24,0,I am impressed with the bank's proactive approach to preventing fraud.
CUST-300553,58,F,professional,Management consultant,86002.17,740,43041.7,46.74,18675.53,12,0,The dedication to social responsibility is very admirable.
CUST-775414,69,F,retiree,retired,45365.37,688,9006.04,26.99,17283.31,24,0,The bank's commitment to security makes me feel very safe.
CUST-809641,38,F,professional,Advertising account executive,69484.08,737,21553.96,26.85,6329.36,12,0,Modern technology has improved the banking system.
CUST-230540,40,M,professional,Armed forces training and education officer,46043.8,609,10388.35,67.78,23887.8,12,0,The efficiency of the online application process for loans was impressive.
CUST-324134,27,M,professional,"Scientist, research (maths)",86070.46,695,49906.33,63.8,37938.27,24,1,The bank's lack of transparency regarding investment risks is a major concern.
CUST-581924,61,M,retiree,retired,45178.56,672,9824.52,38.04,20577.8,60,0,The bank staff were great at helping me reset my login credentials.
CUST-400878,29,M,professional,Market researcher,73850.08,777,29865.96,56.67,12936.15,12,0,I save time with a reliable and trustworthy service.
CUST-331319,65,M,retiree,retired,44940.39,653,12711.28,31.12,12400.55,36,0,The extra security precautions help ease my worries about online fraud.
CUST-994905,61,M,retiree,retired,39745.33,699,5389.04,21.23,17616.59,24,0,The customer service representatives were kind and well-informed.
CUST-960205,61,M,retiree,retired,60380.8,728,27573.99,25.36,22418.41,12,1,The staff act like they are doing a favor to their clients to answer their queries
CUST-776200,53,F,professional,Data scientist,73539.07,706,35247.53,52.58,5936.83,12,0,I appreciate the straightforward process for international wire transfers; it's very reliable.
CUST-263547,27,M,professional,Electronics engineer,42733.84,741,10808.27,40.25,16430.94,12,1,I am worried about the bank's long-term financial stability given recent economic challenges.
CUST-419700,47,F,professional,Occupational hygienist,112555.74,803,45064.89,53.24,33222.12,24,0,The staff knows how to help without being invasive.
CUST-256941,44,F,professional,Community development worker,103259.69,701,42578.5,59.04,24109.2,12,0,Security makes me feel like I can be worry-free from theft.
CUST-226931,72,M,retiree,retired,43959.57,658,2196.08,20.86,15585.33,60,0,The customer service is excellent and my questions were answered quickly.
CUST-743911,59,M,professional,Theatre director,58648.07,688,12927.86,52.14,11905.13,24,0,Mobile banking has greatly benefitted my business partner.
CUST-760914,52,F,professional,Horticultural consultant,49624.84,727,19993.36,59.36,3906.68,24,1,I experienced several technical issues when trying to access my account statements online.
CUST-371974,73,M,retiree,retired,27551.09,600,13418.99,40.65,12580.28,12,1,"The bank never protects the customer's interest, but the bank is always protected."
CUST-271305,27,F,professional,Land,61634.4,666,19454.47,59.32,20550.6,12,0,My experience using the financial services is consistenly excellent.
CUST-233227,43,M,professional,"Designer, television/film set",48079.91,777,14633.16,80.86,19197.05,12,0,The bank's dedication to community involvement is something I admire.
CUST-152425,40,M,professional,"Sound technician, broadcasting/film/video",61357.24,725,11040.43,32.34,15290.34,24,0,The mortgage options were tailored to my individual financial needs.
CUST-726768,39,F,professional,"Buyer, retail",85209.19,690,19286.82,48.82,48021.85,24,1,I am concerned about the bank's role in perpetuating social inequality.
CUST-385853,40,F,professional,Investment analyst,63853.11,735,16238.0,71.98,19516.5,36,0,The great advice from the financial staff made me want to stay.
CUST-912720,33,M,professional,"Teacher, secondary school",47860.78,688,23898.16,31.94,16820.05,24,0,The staff knows how to help without being invasive.
CUST-346355,31,M,professional,Commissioning editor,68682.18,763,11349.59,68.91,15568.81,12,0,The reliable international funds help me focus on business.
CUST-504375,26,M,professional,Statistician,86091.84,673,70929.76,40.5,33222.81,12,0,Setting up and managing business accounts is very convenient.
CUST-747330,28,M,professional,Chief of Staff,62586.65,782,4931.07,71.8,32878.5,24,0,I am grateful for the personalized attention I received during my home loan application.
CUST-515978,32,M,professional,Paramedic,106303.85,570,38778.59,62.23,31688.93,24,1,The bank's fee structure for business overdraft protection is punitive and excessive.
CUST-724223,42,F,professional,Office manager,68106.55,716,2579.26,56.26,10363.81,60,0,Reliable international wire transfer service is essential for my business.
CUST-764070,24,F,young_adult,None,20603.76,460,209.98,68.28,11274.49,12,1,I'm struggling to keep up with my student loan payments due to the high interest.
CUST-660933,41,M,professional,"Psychologist, educational",44816.95,704,44384.99,66.61,10000.54,60,0,The customer service team was knowledgeable and responsive to my concerns.
CUST-401454,47,M,professional,Economist,124525.81,671,11858.44,70.91,74032.08,36,0,The bank's dedication to community involvement is something I admire.
CUST-653819,77,F,retiree,retired,42306.18,643,2445.56,22.27,8132.84,36,0,It's nice to know my pension fund is safe and secure.
CUST-583433,36,F,professional,Retail buyer,71690.6,678,48851.26,38.6,24807.42,36,0,I am grateful for the personalized attention I received during my home loan application.
CUST-753736,62,F,retiree,retired,41771.58,661,1064.29,23.19,10468.77,36,0,"The new password requirements keep my finances safe and secure, right?"
CUST-783566,78,M,retiree,retired,55108.78,624,9362.44,17.49,24940.29,24,1,There are way too many new things to memorize to access the bank online.
CUST-620103,64,M,retiree,retired,18383.47,624,3765.49,18.0,6523.82,24,0,The bank staff were knowledgeable and provided great service.
CUST-943332,35,F,professional,Hydrogeologist,88949.96,710,31556.6,53.95,19198.67,12,0,The range of investment options is well-suited to my financial objectives.
CUST-967341,56,M,professional,Forensic scientist,120742.91,751,62401.89,61.28,2546.0,60,0,The bank's interest rates are not competitive for commercial real estate mortgages.
CUST-862160,65,F,retiree,retired,46603.81,749,7949.08,35.48,16081.3,36,0,Thank you for helping me keep my account information secure.
CUST-414784,18,M,young_adult,None,13240.85,536,257.88,61.8,6852.69,60,1,I don't understand any of the Crypto jargon.
CUST-116810,28,F,professional,Speech and language therapist,82310.36,616,21480.83,77.86,6977.55,24,0,Prompt customer support is beneficial to everyone in the bank.
CUST-284319,64,F,retiree,retired,38227.82,571,1775.34,40.78,4152.47,24,0,I'm relieved my retirement savings are well-managed and protected.
CUST-232348,23,M,young_adult,Student,25460.82,581,686.34,74.79,12730.0,12,1,The app is constantly giving me error messages.
CUST-519083,29,M,professional,Proofreader,73178.17,687,16037.87,43.83,2815.84,24,1,I am disappointed with the lack of personalized service and attention to my specific financial needs.
CUST-629778,65,M,retiree,retired,42085.86,675,4942.57,27.01,11840.27,12,1,The branch staff always greet me with a smile; that’s important.
CUST-808832,79,F,retiree,retired,42488.41,618,29159.05,40.09,18895.14,60,1,The bank's community involvement is declining; they're not giving back to the community.
CUST-749848,19,F,young_adult,Barista,12215.02,511,177.09,58.15,4828.43,12,1,The speedy transfer times are a real win!
CUST-117905,24,M,young_adult,Barista,6013.05,552,83.79,61.33,3146.32,12,1,The app is constantly draining my phone's battery. It's a power hog.
CUST-689952,19,M,young_adult,None,18508.55,665,496.69,82.69,5074.0,60,0,I'm impressed with the bank's commitment to serving younger demographics.
CUST-531482,75,M,retiree,retired,45559.48,561,2520.01,36.9,11324.75,36,1,"Your helpful customer service is a great comfort, thank you."
CUST-696261,59,M,professional,"Production designer, theatre/television/film",98378.25,728,14407.51,67.25,23222.41,36,0,Seamless mobile banking integration is a major convenience.
CUST-335789,77,M,retiree,retired,55845.41,642,3331.99,8.1,32480.91,24,0,The staff in the branch were very helpful answering my pension questions.
CUST-336108,74,M,retiree,retired,32862.36,712,9802.09,19.04,5354.51,60,0,The branch on Main Street is always clean and the staff is friendly.
CUST-197419,32,F,professional,Early years teacher,132613.04,693,18878.09,44.97,51445.24,60,0,I value the bank's commitment to ethical business practices.
CUST-233011,77,M,retiree,retired,42295.79,695,3430.02,49.7,20943.9,60,0,The new security measures definitely make me feel safer with my finances.
CUST-872919,53,M,professional,Minerals surveyor,72054.93,628,10788.51,59.49,36456.14,12,1,I am dissatisfied with the limited accessibility of branches and ATMs in my area.
CUST-191062,29,F,professional,Midwife,98121.87,746,45410.03,48.64,26721.08,60,1,I am concerned about the security of my personal information on the bank's online platform.
CUST-172835,22,M,young_adult,Student,14300.81,657,289.96,66.92,5013.37,36,1,The app's user interface is confusing and unintuitive for splitting bills.
CUST-918130,52,M,professional,Public librarian,70296.77,714,37605.77,29.09,12102.46,24,0,Your mortgage options provided me with the flexibility I needed for my new home purchase.
CUST-291927,62,M,retiree,retired,39551.73,614,3663.67,13.52,4954.49,12,1,The security measures give me great confidence in your services.
CUST-285924,62,M,retiree,retired,63433.85,576,3262.85,38.93,15916.99,36,1,I feel trapped by the bank; it's too much hassle to switch to another one.
CUST-920835,35,F,professional,Sales executive,106786.47,643,19689.86,20.23,46071.16,60,0,Innovation has significantly improved my overall banking experience.
CUST-907816,40,M,professional,Call centre manager,77981.76,704,15568.49,55.52,28603.72,60,0,I commend the bank's dedication to providing excellent customer service.
CUST-492099,28,F,professional,Housing manager/officer,73354.13,703,7910.6,44.88,9533.89,60,0,Your mortgage options provided me with the flexibility I needed for my new home purchase.
CUST-522819,49,F,professional,"Engineer, structural",38512.87,781,6144.32,48.97,3825.02,12,0,I commend the bank's commitment to providing excellent customer support.
CUST-522000,31,M,professional,"Psychologist, educational",91617.41,711,47652.13,85.71,18085.19,36,0,Seamless mobile banking integration is a major convenience.
CUST-422283,61,M,retiree,retired,30637.54,710,4311.07,32.89,15829.05,12,1,This bank is never reliable. What a shame.
CUST-953481,32,M,professional,Recycling officer,76798.15,737,6148.61,40.45,45230.97,12,1,I appreciate the competitive interest rates on business savings accounts.
CUST-510771,67,F,retiree,retired,12521.74,696,2887.21,31.68,5937.13,36,0,I like having a real person to talk to at the bank branch.
CUST-576915,53,F,professional,IT technical support officer,113142.63,802,8695.75,44.04,20452.22,60,0,Prompt customer support is beneficial to everyone in the bank.
CUST-737859,24,F,young_adult,None,13371.02,504,880.51,71.29,3254.07,12,1,Splitting bills with the family using this thing is just a nightmare.
CUST-246318,19,F,young_adult,Intern,14225.74,624,187.63,73.91,5972.63,60,0,Appreciate the mobile check deposit. So convenient!
CUST-882334,56,F,professional,Insurance claims handler,49030.37,718,3764.34,37.31,9027.07,12,0,User-friendly online platform simplifies managing my finances.
CUST-407584,64,M,retiree,retired,50811.78,729,2234.73,25.18,7464.12,60,0,The staff always provide excellent service in my branch.
CUST-808205,55,M,professional,Corporate investment banker,76204.02,731,39001.65,51.79,24950.65,12,0,The bank made it easy to set up a bank account.
CUST-104282,53,M,professional,Politician's assistant,59163.98,706,2782.74,58.86,25708.46,36,0,The bank's proactive approach to fraud prevention is highly reassuring.
CUST-701809,19,F,young_adult,Student,6249.97,583,59.02,72.29,2354.87,24,0,"The online banking platform is sleek and efficient, a breeze to navigate."
CUST-913203,43,F,professional,Counsellor,56123.47,765,8950.07,85.22,24881.26,60,0,The ease of setting up and managing business accounts has been a significant benefit.
CUST-824882,58,M,professional,"Exhibitions officer, museum/gallery",87999.09,670,15569.08,66.34,47923.93,24,1,I am highly disappointed with the lack of proactive support for my business's financial goals.
CUST-979859,43,M,professional,Regulatory affairs officer,64013.61,758,6959.44,45.56,34048.74,12,1,Setting up and managing business accounts has been a significant advantage.
CUST-627000,50,F,professional,Trading standards officer,79589.57,681,7103.31,55.43,11275.95,36,0,My experience using the financial services is consistenly excellent.
CUST-850013,46,M,professional,TEFL teacher,77732.94,812,22770.5,78.11,42467.19,60,0,The staff has been helpful and has not been invasive.
CUST-779662,34,M,professional,"Therapist, occupational",102229.15,778,18124.13,49.82,36584.93,60,0,The security measures in place provide peace of mind during transactions.
CUST-757277,33,F,professional,IT trainer,86180.67,706,57770.76,69.2,34098.97,12,0,I have been consistently impressed with the professionalism of the banking staff.
CUST-258924,79,F,retiree,retired,56890.33,573,6181.96,51.57,8819.66,60,0,I’m impressed by the level of security and personal service.
CUST-676282,45,M,professional,Photographer,86316.24,744,1628.06,57.5,28845.76,60,0,The bank's commitment to innovation has greatly improved my banking experience.
CUST-307589,27,M,professional,Music therapist,113010.8,697,59667.35,58.25,61844.31,24,1,The fees for merchant services are excessive compared to other banks in the area.
CUST-548595,32,M,professional,Database administrator,136099.86,719,39184.4,64.57,64635.68,12,0,Modern technology has improved the banking system.
CUST-875065,43,M,professional,Technical sales engineer,87171.7,781,34788.97,51.61,45934.23,24,0,Reliable international money transfers helped my business.
CUST-536720,46,M,professional,Visual merchandiser,102767.27,686,22749.51,60.45,38066.15,24,0,The variety of financial products offered meets my diverse investment requirements.
CUST-789200,23,M,young_adult,Intern,19786.2,745,882.47,69.1,10457.57,24,1,Impressed with the innovative features targeted at young professionals.
CUST-804889,79,M,retiree,retired,50343.38,628,4024.0,21.68,25051.09,60,0,The customer service staff are always extremely considerate.
CUST-884324,51,M,professional,Agricultural engineer,86464.63,757,35729.59,70.29,4579.26,12,0,The loan conditions are easy to grasp in this bank.
CUST-614703,75,F,retiree,retired,34831.28,649,1883.23,32.82,15277.88,60,0,I am very satisfied with the friendly and efficient service I receive.
CUST-481746,38,M,professional,Museum/gallery conservator,115941.96,783,23747.77,45.99,45508.59,36,0,The bank is committed to making the community a better place.
CUST-719766,37,F,professional,Retail merchandiser,93082.19,699,16191.63,44.59,6097.21,36,0,The bank's fee structure for business overdraft protection is punitive and excessive.
CUST-529906,73,M,retiree,retired,61967.87,725,20918.74,37.02,6464.96,12,0,I’m very thankful for the extra security measures on my account.
CUST-678643,80,F,retiree,retired,54156.73,739,6507.34,22.13,19183.18,60,0,"Your attention to security is very helpful, it makes me feel safe."
CUST-246066,23,F,young_adult,Barista,17446.29,615,697.88,58.7,7141.75,24,1,"I tried to buy crypto, but the transaction failed multiple times. I'm losing patience."
CUST-875906,43,F,professional,"Scientist, water quality",67544.14,850,10131.1,17.64,20220.5,60,0,The diverse range of financial products offered meets my investment needs.
CUST-125208,28,M,professional,"Merchandiser, retail",64708.74,684,35931.5,57.53,14015.44,12,0,My request for a credit line increase was rejected despite my strong credit history and financial stability.
CUST-506674,44,F,professional,Nature conservation officer,111609.67,671,31726.28,58.92,10373.67,24,0,The staff has been helpful and has not been invasive.
CUST-295083,19,M,young_adult,Part-time Server,18970.4,472,208.4,86.82,10702.71,36,1,Splitting bills is a total headache using this app. It's incredibly frustrating.
CUST-573284,70,M,retiree,retired,54496.42,762,18307.02,43.0,30433.27,36,0,The staff in the branch seem inexperienced and don't know the answers to my questions.
CUST-633694,63,F,retiree,retired,53686.05,773,5840.23,44.68,23349.57,36,0,I’m thankful for the dedicated customer service and support.
CUST-487572,80,M,retiree,retired,44175.78,659,17101.26,29.92,18663.4,12,0,I was helped out a lot by the lovely staff at the bank.
CUST-508877,66,F,retiree,retired,43220.26,620,5999.67,36.14,21647.56,36,0,The staff at my local branch are friendly and always ready to help.
CUST-233362,34,M,professional,"Engineer, civil (contracting)",61385.06,850,64689.52,37.36,17180.45,60,0,I am happy to choose this bank to do my banking.
CUST-449251,56,F,professional,Chartered management accountant,73492.1,697,28452.71,35.58,14205.73,60,0,This bank is the best in terms of fraud prevention.
CUST-331342,59,F,professional,"Geneticist, molecular",117274.71,703,26064.22,79.39,3669.42,36,0,My experience with your financial services has been consistently positive.
CUST-894262,37,F,professional,"Producer, radio",41549.14,714,13269.41,48.03,11880.77,12,0,The competitive interest rates on savings accounts are a definite draw.
CUST-467965,35,F,professional,Civil Service administrator,70971.2,705,9760.78,68.6,35230.0,24,1,The lack of support for small business clients is disappointing; I feel like just another number.
CUST-281153,41,M,professional,Chief Financial Officer,115648.27,739,62492.42,44.22,53934.53,36,1,I am disappointed with the lack of transparency in the account statements.
CUST-453597,64,M,retiree,retired,39944.67,543,18542.72,31.57,3666.5,12,1,"The bank's policies seem designed to benefit them, not their customers."
CUST-678143,60,M,retiree,retired,40173.94,725,8358.45,46.87,20728.6,12,0,It means a lot knowing my funds are managed with care.
CUST-451888,33,M,professional,Politician's assistant,105898.44,644,24233.82,64.0,28132.05,36,1,"I experienced significant delays in processing a wire transfer, impacting a crucial business deal."
CUST-167351,67,F,retiree,retired,36549.54,715,3829.56,28.46,16943.04,60,1,The bank's customer service is not helpful. It's disappointing.
CUST-315708,43,F,professional,Production engineer,61743.78,780,23617.01,74.23,32930.74,24,0,The implemented security provides peace of mind during transactions.
CUST-124258,39,F,professional,Government social research officer,89775.84,719,31317.37,36.41,4057.0,12,0,Security makes me feel like I can be worry-free from theft.
CUST-211727,68,F,retiree,retired,37521.81,702,12363.52,45.74,16558.43,24,0,This bank's website is too advanced. Is there a simpler version available?
CUST-495737,33,F,professional,Contractor,71453.64,725,30892.05,61.01,18170.61,36,0,My business is now easier than ever to manage with these banks.
CUST-679749,66,M,retiree,retired,46673.82,651,5160.99,24.83,26196.53,24,0,I'm concerned that the bank is not prepared for the future; it will eventually fail.
CUST-271276,24,F,young_adult,None,10814.87,635,69.41,64.28,6059.76,60,0,The crypto features are cutting-edge!
CUST-836748,31,M,professional,Tourist information centre manager,135993.32,747,57135.46,60.91,4417.58,24,0,The security measures in place provide peace of mind when conducting transactions.
CUST-742450,58,F,professional,Clinical cytogeneticist,108075.05,734,57417.0,51.95,40992.53,36,0,Financial recommendations were easy and valuable.
CUST-311363,52,M,professional,Teaching laboratory technician,97750.79,729,6045.37,31.14,28108.46,36,0,Proactive approach to fraud prevention makes me feel safe and secure.
CUST-571831,26,F,professional,Hydrologist,79323.82,660,25093.09,60.8,5799.76,60,0,The customer service team was knowledgeable and helpful in addressing my concerns.
CUST-236370,31,M,professional,Theme park manager,58683.27,821,25890.95,47.41,22385.14,36,1,The bank's response to a potential security breach was slow and unsatisfactory.
CUST-853643,71,M,retiree,retired,50982.82,727,13246.06,25.97,8947.68,12,0,"The new password requirements keep my finances safe and secure, right?"
CUST-179724,34,M,professional,Financial risk analyst,78827.26,745,31763.01,41.55,18094.72,12,0,The range of financial products is exactly what I need for investing.
CUST-593233,42,F,professional,Investment analyst,32533.69,697,6291.29,77.08,3803.98,12,0,I am concerned about the bank's commitment to supporting local businesses.
CUST-275803,28,F,professional,"Production assistant, radio",98927.08,736,55076.39,41.75,2735.64,12,0,The many investment options made it easy to manage my money.
CUST-325582,79,M,retiree,retired,62450.69,608,11371.37,20.5,10257.83,60,0,I value the fact that you're there to help and you're local.
CUST-204656,76,F,retiree,retired,51669.28,780,890.52,58.53,26101.66,12,0,"The staff are always polite and attentive; it’s comforting, really."
CUST-131957,20,M,young_adult,Student,4335.75,748,26.71,83.02,2323.27,60,0,Mobile app is changing banking positively!
